time,value,is_anomaly
2006-12-21 09:00:00+00:00,1.5343,False
2006-12-21 10:00:00+00:00,1.6113,False
2006-12-21 11:00:00+00:00,1.1201,False
2006-12-21 12:00:00+00:00,1.1561,False
2006-12-21 13:00:00+00:00,1.069,False
2006-12-21 14:00:00+00:00,0.8555,False
2006-12-21 15:00:00+00:00,1.3639,False
2006-12-21 16:00:00+00:00,1.2241,False
2006-12-21 17:00:00+00:00,1.2469,False
2006-12-21 18:00:00+00:00,1.6681,False
2006-12-21 19:00:00+00:00,2.0433,False
2006-12-21 20:00:00+00:00,2.8716,False
2006-12-21 21:00:00+00:00,2.2547,False
2006-12-21 22:00:00+00:00,2.052,False
2006-12-21 23:00:00+00:00,0.9192,False
2006-12-22 00:00:00+00:00,1.1588,False
2006-12-22 01:00:00+00:00,1.1391,False
2006-12-22 02:00:00+00:00,1.216,False
2006-12-22 03:00:00+00:00,1.1817,False
2006-12-22 04:00:00+00:00,1.4401,False
2006-12-22 05:00:00+00:00,1.0343,False
2006-12-22 06:00:00+00:00,1.4822,False
2006-12-22 07:00:00+00:00,1.793,False
2006-12-22 08:00:00+00:00,1.6542,False
2006-12-22 09:00:00+00:00,1.4556,False
2006-12-22 10:00:00+00:00,1.501,False
2006-12-22 11:00:00+00:00,1.193,False
2006-12-22 12:00:00+00:00,1.1161,False
2006-12-22 13:00:00+00:00,1.343,False
2006-12-22 14:00:00+00:00,0.8306,False
2006-12-22 15:00:00+00:00,0.957,False
2006-12-22 16:00:00+00:00,0.7799,False
2006-12-22 17:00:00+00:00,1.353,False
2006-12-22 18:00:00+00:00,1.7536,False
2006-12-22 19:00:00+00:00,1.7563,False
2006-12-22 20:00:00+00:00,2.385,False
2006-12-22 21:00:00+00:00,2.3757,False
2006-12-22 22:00:00+00:00,1.662,False
2006-12-22 23:00:00+00:00,1.1711,False
2006-12-23 00:00:00+00:00,1.0076,False
2006-12-23 01:00:00+00:00,0.8867,False
2006-12-23 02:00:00+00:00,0.9869,False
2006-12-23 03:00:00+00:00,0.9912,False
2006-12-23 04:00:00+00:00,0.8927,False
2006-12-23 05:00:00+00:00,0.8609,False
2006-12-23 06:00:00+00:00,1.1017,False
2006-12-23 07:00:00+00:00,0.9754,False
2006-12-23 08:00:00+00:00,1.0018,False
2006-12-23 09:00:00+00:00,1.1276,False
2006-12-23 10:00:00+00:00,0.9291,False
2006-12-23 11:00:00+00:00,0.7244,False
2006-12-23 12:00:00+00:00,0.7006,False
2006-12-23 13:00:00+00:00,0.9124,False
2006-12-23 14:00:00+00:00,0.7249,False
2006-12-23 15:00:00+00:00,1.0951,False
2006-12-23 16:00:00+00:00,0.8211,False
2006-12-23 17:00:00+00:00,1.016,False
2006-12-23 18:00:00+00:00,1.0434,False
2006-12-23 19:00:00+00:00,1.7886,False
2006-12-23 20:00:00+00:00,2.3751,False
2006-12-23 21:00:00+00:00,2.2585,False
2006-12-23 22:00:00+00:00,1.5422,False
2006-12-23 23:00:00+00:00,1.0735,False
2006-12-24 00:00:00+00:00,1.502,False
2006-12-24 01:00:00+00:00,1.4733,False
2006-12-24 02:00:00+00:00,1.2149,False
2006-12-24 03:00:00+00:00,1.4474,False
2006-12-24 04:00:00+00:00,1.2072,False
2006-12-24 05:00:00+00:00,1.507,False
2006-12-24 06:00:00+00:00,1.2533,False
2006-12-24 07:00:00+00:00,1.8134,False
2006-12-24 08:00:00+00:00,1.9694,False
2006-12-24 09:00:00+00:00,1.5402,False
2006-12-24 10:00:00+00:00,1.2559,False
2006-12-24 11:00:00+00:00,0.8513,False
2006-12-24 12:00:00+00:00,1.6708,False
2006-12-24 13:00:00+00:00,1.1253,False
2006-12-24 14:00:00+00:00,1.1661,False
2006-12-24 15:00:00+00:00,1.2095,False
2006-12-24 16:00:00+00:00,1.2836,False
2006-12-24 17:00:00+00:00,1.1014,False
2006-12-24 18:00:00+00:00,1.5678,False
2006-12-24 19:00:00+00:00,2.1881,False
2006-12-24 20:00:00+00:00,2.8408,False
2006-12-24 21:00:00+00:00,2.2441,False
2006-12-24 22:00:00+00:00,1.5736,False
2006-12-24 23:00:00+00:00,1.5035,False
2006-12-25 00:00:00+00:00,1.2832,False
2006-12-25 01:00:00+00:00,1.0619,False
2006-12-25 02:00:00+00:00,1.381,False
2006-12-25 03:00:00+00:00,1.3973,False
2006-12-25 04:00:00+00:00,1.5192,False
2006-12-25 05:00:00+00:00,1.0755,False
2006-12-25 06:00:00+00:00,1.4651,False
2006-12-25 07:00:00+00:00,1.4837,False
2006-12-25 08:00:00+00:00,1.119,False
2006-12-25 09:00:00+00:00,0.8116,False
2006-12-25 10:00:00+00:00,1.2229,False
2006-12-25 11:00:00+00:00,1.1862,False
2006-12-25 12:00:00+00:00,1.163,False
2006-12-25 13:00:00+00:00,1.0204,False
2006-12-25 14:00:00+00:00,0.815,False
2006-12-25 15:00:00+00:00,0.9121,False
2006-12-25 16:00:00+00:00,1.3901,False
2006-12-25 17:00:00+00:00,1.4206,False
2006-12-25 18:00:00+00:00,1.1505,False
2006-12-25 19:00:00+00:00,2.2133,False
2006-12-25 20:00:00+00:00,2.4544,False
2006-12-25 21:00:00+00:00,2.1954,False
2006-12-25 22:00:00+00:00,1.6908,False
2006-12-25 23:00:00+00:00,1.4734,False
2006-12-26 00:00:00+00:00,1.455,False
2006-12-26 01:00:00+00:00,1.0453,False
2006-12-26 02:00:00+00:00,1.054,False
2006-12-26 03:00:00+00:00,1.412,False
2006-12-26 04:00:00+00:00,1.2441,False
2006-12-26 05:00:00+00:00,1.3514,False
2006-12-26 06:00:00+00:00,1.3136,False
2006-12-26 07:00:00+00:00,1.4001,False
2006-12-26 08:00:00+00:00,1.263,False
2006-12-26 09:00:00+00:00,1.325,False
2006-12-26 10:00:00+00:00,1.3281,False
2006-12-26 11:00:00+00:00,1.3208,False
2006-12-26 12:00:00+00:00,1.2264,False
2006-12-26 13:00:00+00:00,1.3786,False
2006-12-26 14:00:00+00:00,0.9008,False
2006-12-26 15:00:00+00:00,1.0622,False
2006-12-26 16:00:00+00:00,1.1526,False
2006-12-26 17:00:00+00:00,1.0725,False
2006-12-26 18:00:00+00:00,1.9659,False
2006-12-26 19:00:00+00:00,1.9589,False
2006-12-26 20:00:00+00:00,2.0072,False
2006-12-26 21:00:00+00:00,2.3023,False
2006-12-26 22:00:00+00:00,1.6322,False
2006-12-26 23:00:00+00:00,1.0742,False
2006-12-27 00:00:00+00:00,1.2823,False
2006-12-27 01:00:00+00:00,1.0054,False
2006-12-27 02:00:00+00:00,1.4568,False
2006-12-27 03:00:00+00:00,1.2787,False
2006-12-27 04:00:00+00:00,1.3934,False
2006-12-27 05:00:00+00:00,0.999,False
2006-12-27 06:00:00+00:00,1.5411,False
2006-12-27 07:00:00+00:00,1.2278,False
2006-12-27 08:00:00+00:00,1.5392,False
2006-12-27 09:00:00+00:00,1.109,False
2006-12-27 10:00:00+00:00,0.9052,False
2006-12-27 11:00:00+00:00,0.9583,False
2006-12-27 12:00:00+00:00,1.38,False
2006-12-27 13:00:00+00:00,1.1281,False
2006-12-27 14:00:00+00:00,0.8227,False
2006-12-27 15:00:00+00:00,0.9027,False
2006-12-27 16:00:00+00:00,0.8652,False
2006-12-27 17:00:00+00:00,1.4358,False
2006-12-27 18:00:00+00:00,1.6988,False
2006-12-27 19:00:00+00:00,1.9563,False
2006-12-27 20:00:00+00:00,2.2716,False
2006-12-27 21:00:00+00:00,2.046,False
2006-12-27 22:00:00+00:00,1.5994,False
2006-12-27 23:00:00+00:00,1.3945,False
2006-12-28 00:00:00+00:00,1.4756,False
2006-12-28 01:00:00+00:00,1.4894,False
2006-12-28 02:00:00+00:00,1.7753,False
2006-12-28 03:00:00+00:00,1.7304,False
2006-12-28 04:00:00+00:00,1.1133,False
2006-12-28 05:00:00+00:00,1.4324,False
2006-12-28 06:00:00+00:00,1.2943,False
2006-12-28 07:00:00+00:00,1.4904,False
2006-12-28 08:00:00+00:00,1.402,False
2006-12-28 09:00:00+00:00,1.38,False
2006-12-28 10:00:00+00:00,1.5031,False
2006-12-28 11:00:00+00:00,1.4896,False
2006-12-28 12:00:00+00:00,1.3555,False
2006-12-28 13:00:00+00:00,1.1188,False
2006-12-28 14:00:00+00:00,1.2321,False
2006-12-28 15:00:00+00:00,0.9147,False
2006-12-28 16:00:00+00:00,1.0046,False
2006-12-28 17:00:00+00:00,1.1254,False
2006-12-28 18:00:00+00:00,1.4607,False
2006-12-28 19:00:00+00:00,2.0324,False
2006-12-28 20:00:00+00:00,2.4488,False
2006-12-28 21:00:00+00:00,2.139,False
2006-12-28 22:00:00+00:00,1.4132,False
2006-12-28 23:00:00+00:00,1.472,False
2006-12-29 00:00:00+00:00,0.9941,False
2006-12-29 01:00:00+00:00,0.9503,False
2006-12-29 02:00:00+00:00,0.9039,False
2006-12-29 03:00:00+00:00,1.107,False
2006-12-29 04:00:00+00:00,1.0475,False
2006-12-29 05:00:00+00:00,0.9626,False
2006-12-29 06:00:00+00:00,1.2497,False
2006-12-29 07:00:00+00:00,1.0943,False
2006-12-29 08:00:00+00:00,1.2145,False
2006-12-29 09:00:00+00:00,1.2816,False
2006-12-29 10:00:00+00:00,0.944,False
2006-12-29 11:00:00+00:00,1.0665,False
2006-12-29 12:00:00+00:00,0.889,False
2006-12-29 13:00:00+00:00,1.0662,False
2006-12-29 14:00:00+00:00,0.8097,False
2006-12-29 15:00:00+00:00,1.0193,False
2006-12-29 16:00:00+00:00,0.9857,False
2006-12-29 17:00:00+00:00,1.078,False
2006-12-29 18:00:00+00:00,1.2947,False
2006-12-29 19:00:00+00:00,1.7573,False
2006-12-29 20:00:00+00:00,2.0405,False
2006-12-29 21:00:00+00:00,2.0142,False
2006-12-29 22:00:00+00:00,1.6891,False
2006-12-29 23:00:00+00:00,1.1812,False
2006-12-30 00:00:00+00:00,1.2883,False
2006-12-30 01:00:00+00:00,1.5642,False
2006-12-30 02:00:00+00:00,1.2139,False
2006-12-30 03:00:00+00:00,1.8425,False
2006-12-30 04:00:00+00:00,1.3108,False
2006-12-30 05:00:00+00:00,1.1562,False
2006-12-30 06:00:00+00:00,1.3239,False
2006-12-30 07:00:00+00:00,1.331,False
2006-12-30 08:00:00+00:00,1.6226,False
2006-12-30 09:00:00+00:00,1.4029,False
2006-12-30 10:00:00+00:00,1.3165,False
2006-12-30 11:00:00+00:00,1.3244,False
2006-12-30 12:00:00+00:00,1.1493,False
2006-12-30 13:00:00+00:00,1.3258,False
2006-12-30 14:00:00+00:00,1.1465,False
2006-12-30 15:00:00+00:00,0.9344,False
2006-12-30 16:00:00+00:00,1.1893,False
2006-12-30 17:00:00+00:00,1.1201,False
2006-12-30 18:00:00+00:00,1.3507,False
2006-12-30 19:00:00+00:00,2.2437,False
2006-12-30 20:00:00+00:00,2.1503,False
2006-12-30 21:00:00+00:00,2.1163,False
2006-12-30 22:00:00+00:00,1.809,False
2006-12-30 23:00:00+00:00,1.4452,False
2006-12-31 00:00:00+00:00,1.0686,False
2006-12-31 01:00:00+00:00,1.1441,False
2006-12-31 02:00:00+00:00,1.1266,False
2006-12-31 03:00:00+00:00,1.3517,False
2006-12-31 04:00:00+00:00,0.9981,False
2006-12-31 05:00:00+00:00,1.3847,False
2006-12-31 06:00:00+00:00,1.4226,False
2006-12-31 07:00:00+00:00,1.1565,False
2006-12-31 08:00:00+00:00,1.4364,False
2006-12-31 09:00:00+00:00,1.4015,False
2006-12-31 10:00:00+00:00,1.2226,False
2006-12-31 11:00:00+00:00,1.0336,False
2006-12-31 12:00:00+00:00,0.7107,False
2006-12-31 13:00:00+00:00,1.1777,False
2006-12-31 14:00:00+00:00,1.0876,False
2006-12-31 15:00:00+00:00,1.2598,False
2006-12-31 16:00:00+00:00,0.9549,False
2006-12-31 17:00:00+00:00,1.0212,False
2006-12-31 18:00:00+00:00,1.2979,False
2006-12-31 19:00:00+00:00,1.7996,False
2006-12-31 20:00:00+00:00,1.8229,False
2006-12-31 21:00:00+00:00,1.7989,False
2006-12-31 22:00:00+00:00,1.7271,False
2006-12-31 23:00:00+00:00,1.652,False
2007-01-01 00:00:00+00:00,1.1795,False
2007-01-01 01:00:00+00:00,1.4581,False
2007-01-01 02:00:00+00:00,0.9808,False
2007-01-01 03:00:00+00:00,0.9362,False
2007-01-01 04:00:00+00:00,1.3171,False
2007-01-01 05:00:00+00:00,1.1428,False
2007-01-01 06:00:00+00:00,1.2848,False
2007-01-01 07:00:00+00:00,1.725,False
2007-01-01 08:00:00+00:00,1.4863,False
2007-01-01 09:00:00+00:00,1.4316,False
2007-01-01 10:00:00+00:00,0.7667,False
2007-01-01 11:00:00+00:00,1.1479,False
2007-01-01 12:00:00+00:00,1.1117,False
2007-01-01 13:00:00+00:00,1.1742,False
2007-01-01 14:00:00+00:00,1.1747,False
2007-01-01 15:00:00+00:00,0.8961,False
2007-01-01 16:00:00+00:00,0.9847,False
2007-01-01 17:00:00+00:00,1.0842,False
2007-01-01 18:00:00+00:00,1.809,False
2007-01-01 19:00:00+00:00,1.6777,False
2007-01-01 20:00:00+00:00,2.0585,False
2007-01-01 21:00:00+00:00,1.7305,False
2007-01-01 22:00:00+00:00,1.6356,False
2007-01-01 23:00:00+00:00,1.5067,False
2007-01-02 00:00:00+00:00,1.3599,False
2007-01-02 01:00:00+00:00,1.3429,False
2007-01-02 02:00:00+00:00,1.5661,False
2007-01-02 03:00:00+00:00,1.5385,False
2007-01-02 04:00:00+00:00,1.1496,False
2007-01-02 05:00:00+00:00,1.5112,False
2007-01-02 06:00:00+00:00,2.0198,False
2007-01-02 07:00:00+00:00,1.2784,False
2007-01-02 08:00:00+00:00,1.6381,False
2007-01-02 09:00:00+00:00,1.136,False
2007-01-02 10:00:00+00:00,1.366,False
2007-01-02 11:00:00+00:00,1.1689,False
2007-01-02 12:00:00+00:00,1.2631,False
2007-01-02 13:00:00+00:00,1.0947,False
2007-01-02 14:00:00+00:00,1.1502,False
2007-01-02 15:00:00+00:00,1.1176,False
2007-01-02 16:00:00+00:00,1.162,False
2007-01-02 17:00:00+00:00,1.162,False
2007-01-02 18:00:00+00:00,1.2786,False
2007-01-02 19:00:00+00:00,2.0396,False
2007-01-02 20:00:00+00:00,1.9934,False
2007-01-02 21:00:00+00:00,1.9312,False
2007-01-02 22:00:00+00:00,1.8626,False
2007-01-02 23:00:00+00:00,1.5494,False
2007-01-03 00:00:00+00:00,1.3827,False
2007-01-03 01:00:00+00:00,1.4682,False
2007-01-03 02:00:00+00:00,1.3778,False
2007-01-03 03:00:00+00:00,1.5018,False
2007-01-03 04:00:00+00:00,1.3121,False
2007-01-03 05:00:00+00:00,1.7432,False
2007-01-03 06:00:00+00:00,1.756,False
2007-01-03 07:00:00+00:00,1.3993,False
2007-01-03 08:00:00+00:00,1.2812,False
2007-01-03 09:00:00+00:00,1.6603,False
2007-01-03 10:00:00+00:00,1.2705,False
2007-01-03 11:00:00+00:00,1.2619,False
2007-01-03 12:00:00+00:00,1.3663,False
2007-01-03 13:00:00+00:00,1.5505,False
2007-01-03 14:00:00+00:00,1.2949,False
2007-01-03 15:00:00+00:00,1.3475,False
2007-01-03 16:00:00+00:00,1.2871,False
2007-01-03 17:00:00+00:00,1.1134,False
2007-01-03 18:00:00+00:00,2.1552,False
2007-01-03 19:00:00+00:00,2.2593,False
2007-01-03 20:00:00+00:00,2.9995,False
2007-01-03 21:00:00+00:00,3.0276,False
2007-01-03 22:00:00+00:00,1.6489,False
2007-01-03 23:00:00+00:00,1.6754,False
2007-01-04 00:00:00+00:00,0.752,False
2007-01-04 01:00:00+00:00,0.7116,False
2007-01-04 02:00:00+00:00,0.7021,False
2007-01-04 03:00:00+00:00,0.8313,False
2007-01-04 04:00:00+00:00,0.6499,False
2007-01-04 05:00:00+00:00,0.6592,False
2007-01-04 06:00:00+00:00,0.8101,False
2007-01-04 07:00:00+00:00,0.925,False
2007-01-04 08:00:00+00:00,1.0061,False
2007-01-04 09:00:00+00:00,0.6225,False
2007-01-04 10:00:00+00:00,0.9111,False
2007-01-04 11:00:00+00:00,0.5743,False
2007-01-04 12:00:00+00:00,0.7355,False
2007-01-04 13:00:00+00:00,0.8272,False
2007-01-04 14:00:00+00:00,0.6347,False
2007-01-04 15:00:00+00:00,0.6578,False
2007-01-04 16:00:00+00:00,0.6455,False
2007-01-04 17:00:00+00:00,0.8056,False
2007-01-04 18:00:00+00:00,0.8682,False
2007-01-04 19:00:00+00:00,1.2797,False
2007-01-04 20:00:00+00:00,0.9245,False
2007-01-04 21:00:00+00:00,1.2939,False
2007-01-04 22:00:00+00:00,0.8986,False
2007-01-04 23:00:00+00:00,1.1836,False
2007-01-05 00:00:00+00:00,1.3084,False
2007-01-05 01:00:00+00:00,1.435,False
2007-01-05 02:00:00+00:00,1.417,False
2007-01-05 03:00:00+00:00,1.7969,False
2007-01-05 04:00:00+00:00,1.2682,False
2007-01-05 05:00:00+00:00,1.1396,False
2007-01-05 06:00:00+00:00,1.6942,False
2007-01-05 07:00:00+00:00,1.1579,False
2007-01-05 08:00:00+00:00,1.8924,False
2007-01-05 09:00:00+00:00,1.594,False
2007-01-05 10:00:00+00:00,1.5317,False
2007-01-05 11:00:00+00:00,1.3775,False
2007-01-05 12:00:00+00:00,1.1387,False
2007-01-05 13:00:00+00:00,1.1134,False
2007-01-05 14:00:00+00:00,1.2559,False
2007-01-05 15:00:00+00:00,1.161,False
2007-01-05 16:00:00+00:00,1.2107,False
2007-01-05 17:00:00+00:00,1.4248,False
2007-01-05 18:00:00+00:00,1.8904,False
2007-01-05 19:00:00+00:00,2.1802,False
2007-01-05 20:00:00+00:00,2.7666,False
2007-01-05 21:00:00+00:00,2.3078,False
2007-01-05 22:00:00+00:00,1.7847,False
2007-01-05 23:00:00+00:00,1.5456,False
2007-01-06 00:00:00+00:00,1.3181,False
2007-01-06 01:00:00+00:00,1.1207,False
2007-01-06 02:00:00+00:00,1.2151,False
2007-01-06 03:00:00+00:00,1.1035,False
2007-01-06 04:00:00+00:00,1.1952,False
2007-01-06 05:00:00+00:00,0.8545,False
2007-01-06 06:00:00+00:00,1.4424,False
2007-01-06 07:00:00+00:00,1.3613,False
2007-01-06 08:00:00+00:00,1.3987,False
2007-01-06 09:00:00+00:00,1.4387,False
2007-01-06 10:00:00+00:00,1.6343,False
2007-01-06 11:00:00+00:00,1.5564,False
2007-01-06 12:00:00+00:00,1.0226,False
2007-01-06 13:00:00+00:00,1.0821,False
2007-01-06 14:00:00+00:00,0.876,False
2007-01-06 15:00:00+00:00,1.0622,False
2007-01-06 16:00:00+00:00,1.3101,False
2007-01-06 17:00:00+00:00,1.5234,False
2007-01-06 18:00:00+00:00,1.3646,False
2007-01-06 19:00:00+00:00,2.2511,False
2007-01-06 20:00:00+00:00,2.1363,False
2007-01-06 21:00:00+00:00,2.6583,False
2007-01-06 22:00:00+00:00,1.6368,False
2007-01-06 23:00:00+00:00,1.2664,False
2007-01-07 00:00:00+00:00,1.2419,False
2007-01-07 01:00:00+00:00,1.4151,False
2007-01-07 02:00:00+00:00,1.6751,False
2007-01-07 03:00:00+00:00,1.5728,False
2007-01-07 04:00:00+00:00,1.8183,False
2007-01-07 05:00:00+00:00,1.7866,False
2007-01-07 06:00:00+00:00,1.7688,False
2007-01-07 07:00:00+00:00,2.123,False
2007-01-07 08:00:00+00:00,2.5182,False
2007-01-07 09:00:00+00:00,1.5308,False
2007-01-07 10:00:00+00:00,1.868,False
2007-01-07 11:00:00+00:00,1.7815,False
2007-01-07 12:00:00+00:00,1.1159,False
2007-01-07 13:00:00+00:00,1.3858,False
2007-01-07 14:00:00+00:00,1.2483,False
2007-01-07 15:00:00+00:00,1.5086,False
2007-01-07 16:00:00+00:00,1.6376,False
2007-01-07 17:00:00+00:00,2.0114,False
2007-01-07 18:00:00+00:00,2.4431,False
2007-01-07 19:00:00+00:00,2.5508,False
2007-01-07 20:00:00+00:00,2.9617,False
2007-01-07 21:00:00+00:00,2.8101,False
2007-01-07 22:00:00+00:00,2.583,False
2007-01-07 23:00:00+00:00,1.8152,False
2007-01-08 00:00:00+00:00,1.3171,False
2007-01-08 01:00:00+00:00,0.9838,False
2007-01-08 02:00:00+00:00,1.0454,False
2007-01-08 03:00:00+00:00,1.5783,False
2007-01-08 04:00:00+00:00,1.5691,False
2007-01-08 05:00:00+00:00,1.3648,False
2007-01-08 06:00:00+00:00,1.3911,False
2007-01-08 07:00:00+00:00,1.2273,False
2007-01-08 08:00:00+00:00,1.8809,False
2007-01-08 09:00:00+00:00,1.723,False
2007-01-08 10:00:00+00:00,1.3348,False
2007-01-08 11:00:00+00:00,1.0959,False
2007-01-08 12:00:00+00:00,1.0788,False
2007-01-08 13:00:00+00:00,1.1944,False
2007-01-08 14:00:00+00:00,1.1308,False
2007-01-08 15:00:00+00:00,0.8155,False
2007-01-08 16:00:00+00:00,1.0527,False
2007-01-08 17:00:00+00:00,1.3848,False
2007-01-08 18:00:00+00:00,1.6403,False
2007-01-08 19:00:00+00:00,2.3534,False
2007-01-08 20:00:00+00:00,1.8745,False
2007-01-08 21:00:00+00:00,1.8804,False
2007-01-08 22:00:00+00:00,1.8848,False
2007-01-08 23:00:00+00:00,1.5954,False
2007-01-09 00:00:00+00:00,1.3928,False
2007-01-09 01:00:00+00:00,1.894,False
2007-01-09 02:00:00+00:00,1.4732,False
2007-01-09 03:00:00+00:00,1.5404,False
2007-01-09 04:00:00+00:00,1.5718,False
2007-01-09 05:00:00+00:00,1.7993,False
2007-01-09 06:00:00+00:00,1.4446,False
2007-01-09 07:00:00+00:00,1.3371,False
2007-01-09 08:00:00+00:00,1.5154,False
